Customer ID,Product ID,Price,Freight Value,Return ID,Return Status,Return Processing Time,Number of Returns,Number of Exchanges,Return Shipping Count,Exchange ID,Exchange Difference Amount
c6522dab7d6b83ada4140b653c4db0b5,a50acd33ba7a8da8e9db65094fa990a4,117.3,18,154de510-6332-4718-bf92-772f7442965e,return,4 days,1,0,1,,0
119c9e36858ecf81f6a55cf7f7b327d2,a695ab8413ea83619cde9b18292d6aa1,59.49,11.92,aa3dc650-7a6b-4351-bf4a-0e3a81d3f458,return,7 days,1,0,1,,0
9959dfdd19dcc0fbcabc33723c619d74,3e824028352cd013af85473283f832ce,209,20.65,85212e49-150b-4c9a-b691-d05bc440bea7,return,8 days,1,0,1,,0
69480e1078841dadad7c1daa54407ad6,a37c4dc2fd88e896e19c74a6b60a0e84,59.8,15.17,e4cf30f0-1c2c-4718-ab5e-3d0e59390642,return,5 days,1,0,1,,0
d788474677e79e148bb5cf2c5f0f637a,a0dfc64334e89bf3c3762f5ad8b7249c,114.99,30.38,80f4ef83-56a2-424a-99fa-996221eca804,return,3 days,1,0,1,,0
e23a2679ade434eac3bad78376898279,0aabfb375647d9738ad0f7b4ea3653b1,24.5,11.85,d068c552-0e66-498b-b2e3-741781c48086,return,1 days,1,0,1,,0
55a479bf08c3471a0ba7dc91746f2557,d3060c543b1b88a647cc284ed7a9dd4a,109.99,28.15,1234bae8-9086-417b-814a-a9d9d9d5d734,return,2 days,1,0,1,,0
c80454d8f4c7472827a5b2ec53cf85e5,193d170dd2f6849cf0cb92791a6a623b,44,11.85,b6b509fe-b323-4f79-a62c-70c81399ae4c,return,6 days,1,0,1,,0
72e2c4bbd8ad5d2eec29b795d95afbe2,ffd2365fb8224dc66883df9351d65deb,948,58.77,fc737d02-bf1a-4400-ad3a-a68ffe73d93b,return,6 days,1,1,1,ex_1482,94.8
33ca9b7ba09adaea52b480057b74611c,c3ba4e8d3cb30049213b682e751e9d00,95,7.93,075a81bb-2315-42a0-bf8c-80c831a23c59,return,2 days,1,0,1,,0
4a84e6f77b93de41193b2b792ff366ca,a1f7dace2a9af48dd48428c12001dc09,47.59,18.23,a5af1b75-c8d6-4a89-92db-043c41521d41,return,6 days,1,0,1,,0
46e2c9316a4e671b4b4ffb25154c28c5,d678178aa4291cd25a755a90188375c8,35,16.32,f603d4e5-1dac-4452-8165-5dedaf0b9910,return,2 days,1,0,1,,0
37681095e51224168a55b7a4ed598359,d1c427060a0f73f6b889a5c7c61f2ac4,149.99,40.38,8a8c4b6b-d106-4fab-8f24-6a495da09adb,return,5 days,1,0,1,,0
a7761506ea2b30bff4d555a4bb33acc3,1cf0c9095608952cb1c65c4789946375,54.9,16.95,3ecb244d-89b6-4c53-aba2-53d778c00ef1,return,3 days,1,0,1,,0
f71e06568edf59fbeb7f65cb4cec3215,e666620bf34e8a108d43851b6b7543fb,159.9,17.39,b0776aa2-65bb-4386-8485-58f16c20182a,return,9 days,1,0,1,,0
a85429530fd3281381e34d128b357d91,a87972100f1fa4091a86d6801620656d,31.8,12.12,9f0cec78-9496-40bd-8b37-7efdfc2998a1,return,7 days,1,0,1,,0
7a1fadde9a014947dc553d03acec903c,de480e3ae31eea2d2d97d694c43172fc,28.9,27.41,77643d62-8f80-4c66-9173-928406c94b92,return,8 days,1,0,1,,0
8882b69ff0006727224cd56da4932e89,d68b7771d853f126569c7e64658e3162,34,14.52,55d4427b-0a3e-4b7e-ba50-5574a838eea1,return,2 days,1,0,1,,0
745937e30e1ee0f0fbe8a4225fd2dbe4,1d23d07e957a7e3a0a951b8df7361990,20.9,19.95,a6afd22d-815b-4263-942a-64e7d3bac2ac,return,4 days,1,0,1,,0
bd3e89bd89fac4760b244047d795e2fe,78514b0a0cec96621010b7b6a2bfd6c6,49.9,11.85,f7dca5ca-d9de-44db-822b-e7d6c2458a15,return,4 days,1,0,1,,0
e8b925dae758913bf3c48971ce416c57,617186c3d97ea56c9c683a8a3974e8c1,84.99,14.34,ff4c9120-1317-4f5f-88d7-5f5ecf952704,return,7 days,1,0,1,,0
7df4e046ace6ef86712aba299dd8526b,4cd6ba4ea3112de8fc238307c4dc6307,39.9,16.6,c035abd9-d3aa-4cf1-80f1-fe499a2c661e,return,8 days,1,0,1,,0
79c6130ca63ec6a1dfbf2b33fa9a87c6,db6677c6f890ba1730c0b75bd8132579,49.99,15.1,49353212-e612-4911-9b19-09082406425d,return,2 days,1,0,1,,0
9e1767e9e357aefade604f2b54d83ff2,78b3ee06d49e019869ec3ec4e356d055,79,12.05,59cfcb03-1fef-4ff2-a9ad-e98e56b6c6e2,return,1 days,1,0,1,,0
07fa03f414c1129ccd4a8fb44f441f13,df44d84f970884476b76a32ddf1ace55,69.9,11.99,d155717f-86a3-462b-afce-e21409e48fc8,return,3 days,1,1,1,ex_1620,6.99
e492e10592b04a630079ea69df092a82,9ab61676eb915c81c3c893adca21364c,83.36,16.34,6965b311-4261-4e5e-92ef-ea847439b57d,return,2 days,1,0,1,,0
7d968bc979aa1c9884fb1cd6e4e76f64,52218df62a3f5f88049701f0c460122a,8.33,15.1,a7a4756c-af30-4183-9cb7-56f209b1b2ff,return,3 days,1,1,1,ex_156,0.833
0d9d925e207cc6cdb378f3bd246c58b7,2500fb88ba75d71bd264e88b4da5b44b,68.9,8.11,b39f7513-0702-4c27-8683-3885e2eee47a,return,7 days,1,0,1,,0
633c2a967fccd6310a2cc20c2e696060,c4baedd846ed09b85f78a781b522f126,110,67.14,5f4b5da0-9f42-411d-92c4-b64f7283bf69,return,7 days,1,0,1,,0
a00f891df81b2ee87c6c5eb73c81c571,c8fac97dc76c4867dbe264c28b31fafe,9.99,8.72,28c8089b-56d9-415d-a9ed-2a122f105e8e,return,4 days,1,0,1,,0
b203926285e72ba51c04c68b70666e32,7eaf66aca1ed54df09b3c864b7416110,28.45,13.46,b7582cdc-828e-4c18-baea-639c377f6713,return,5 days,1,0,1,,0
3349d5fc8a511315de279fcce11049f6,2330fe9b304af24209631c7197203c61,98.3,101.78,fa70a21d-679f-4fcb-9991-a2089ec4305e,return,9 days,1,0,1,,0
20fc41b5546587400e8ef6a97936ed06,3dd2a17168ec895c781a9191c1e95ad7,149.9,23.77,4d4f6021-2023-4b81-a5ae-b3df5890708f,return,6 days,1,0,1,,0
a2774eabce91067c32cfb2813ac902ad,ac5bae85a895724330c4acddd581b02b,199,16.14,d89b932e-40f4-43ec-b6ad-96ef7de719ea,return,5 days,1,0,1,,0
66039d5c09809a835bd5e6e34619efc7,56d071c5c405afe639fbb1e7af7891e5,119.9,13.28,8a02b085-8bd2-48ff-ab96-7d1f3c3dab5a,return,3 days,1,0,1,,0
e81515594e8f430f4a7ee18f26777091,c41eca01a8bceb6c987b2a935a5ad1cb,49,20.63,e68c2210-3249-4720-a42a-4de261e0e089,return,8 days,1,0,1,,0
5aaf5359952da832a493aaa6e4269d9f,612c7f49d1026f7beded75464b574f81,34.49,9.27,d0aa94c9-9878-49a4-bc16-049e19ea0564,return,5 days,1,1,1,ex_1341,3.449
71a378f8b8ef5f17a1518d5bf92f57c4,c9087c6bffed15d6cd627121fb818386,117.48,17.26,e0a81569-f762-411c-b53d-4c4aab47eaf9,return,9 days,1,0,1,,0
302a24de3b0c53d916a333a0ad6dce5f,1d182262154abc7c75392cf645118ce6,36,18.05,24e1daa0-d3dc-4c24-b172-fcad3f6f82ac,return,7 days,1,0,1,,0
b3f01e1f2cf62aeb8f5b66e1c0f4c1e5,c56d677c973431acb4abfedbd33d488c,42,22.93,360303a5-1de3-4406-a89f-daf2ed5c47cb,return,6 days,1,0,1,,0
4f211215000592921381e69e480acbc9,b22fd976711109004375eea45d21fe23,69.9,13.08,d1a987ab-4f95-423c-9bff-bdd05528ec95,return,3 days,1,0,1,,0
aa58df9711205e09b4ef6d704db7871e,6df665a20caa80a66804f836165bbf36,595.99,23.47,dde8e300-9c36-47cb-8125-da3e988549b7,return,3 days,1,0,1,,0
7c596c1da3694fa12ca3f95b52131d6a,642369377615febc7fa89e4c8df5110e,42,15.1,b02a9e0d-a568-4cde-b7a1-0d17e59a52d0,return,2 days,1,0,1,,0
d0b9bcb0d474f6525456037afe12820f,70358ca9f95694a2b9e41eed6edbd7b3,27.9,15.1,68ecad33-34ba-404f-90f9-f519dd05c79e,return,4 days,1,0,1,,0
cb7f025ffb69a62e9cf843894bc7f89e,7d50930301709838d8e90dcac5cfaa84,59.9,13.44,4a8066a6-a98a-4290-b64c-660102c72cf9,return,1 days,1,0,1,,0
6ecf7023e8dd4ec8b08746c35b9fcb60,140a8324a66db81d299b24b30d93098e,39.9,16.02,bf338fa9-4706-4d08-a06b-ae5ca5436f4f,return,3 days,1,0,1,,0
55489c304b912adb3b5cf8b444a70df5,bfd40187494874d9bda6626efbff3bd3,169.9,26.81,17ea92de-b719-494f-a9b8-ae9e2937de04,return,5 days,1,0,1,,0
4918be3d76a4285405505a705b49d8c8,4c2394abfbac7ff59ec7a420918562fa,84.99,19.13,f345362e-bab8-41ad-9ceb-05cb93c3bd01,return,4 days,1,0,1,,0
2f7201b5d9baf4deb546eefab3b7125a,1fcbdcb14ed564faddf72bbcef855036,49.99,14.1,41f2af01-b019-420f-811d-4306099aa25c,return,9 days,1,0,1,,0
26dbf6db0bc6942823fa21ef58e3ce4f,134a6fc4a713a799266ebd6a4f4008d4,39.9,7.39,fc7bfcc1-a9e5-446a-8f69-1dbdb9fdd27d,return,9 days,1,0,1,,0
48d0129c92992c4ee4c6b7b034c63336,ae9d8ccddc081b66d656332ddf9b2373,32.9,25.63,038c7e07-2288-40dc-b1d6-5ada3da88584,return,6 days,1,0,1,,0
e37f11cae9985ca58f0b56f268720537,66e9fb73e349cba44b29951e558a6780,9.6,17.32,3d32df6e-bb74-42dc-aa72-7c0d8d6ed437,return,2 days,1,0,1,,0
f5354051d307a0a1205617cd0f0c1211,3225c54bb2785c33f49f50398fcdb88c,277.99,14.39,b029f91e-9285-48ae-9a31-fb0c99a34e7d,return,1 days,1,0,1,,0
9b30bcabc00edde5c8117aea83c1c11d,e0d64dcfaa3b6db5c54ca298ae101d05,134.9,18.82,34a7ea2c-f9e0-4896-85aa-71a6b94dc855,return,6 days,1,1,1,ex_1524,13.49
aec3389fc7c084e0cd8f8fae90fa52e3,3225c54bb2785c33f49f50398fcdb88c,299,16.84,99094175-c4c6-4147-a6c6-5b779b6b98fa,return,8 days,1,0,1,,0
