Customer ID,Product ID,Price,Freight Value,Return Status,Return Processing Time,Number of Returns,Number of Exchanges,Return Shipping Count,Exchange ID,Exchange Difference Amount,Order ID
42fc8a799c40493b77e9bf7edbcdc286,f2b264b1a4602b87d64eebefc899c1d0,79.99,15.77,return,3 days,1,0,1,,0,d497c8e79273831f2773aa2c160e6745
952e1e91df6ac8e016c891075ec23aa0,00de7f393d962717eeeb2d7131a40dba,97.9,21.49,return,4 days,1,0,1,,0,9808a7f5f5446817c3ebf7a804111d53
95ebcc4d6979728b4d9993a0c9b6abfb,74fc0f00f12925f590846cc41144df80,37.9,12.93,return,5 days,1,0,1,,0,ead42f8f41e34c480a4a9185ab74b37e
c9d2155ff1486076e8570f3d91ec1bea,0efc91aa52d1f0669126d3000a94279b,109.99,15.88,return,1 days,1,0,1,,0,aac15589b232e9722429d3a06a547b6d
059f7fc5719c7da6cbafe370971a8d70,e57eb018e37376580079825eb29a3419,80,21.36,return,1 days,1,0,1,,0,4adbbb43be305843794e05fc4265f143
3aca5bf74140f4549d0d2414606f554f,acc444eb5ad26f79d5a11baa6a03c439,120,23.43,return,5 days,1,0,1,,0,ad4098a257676ea4d394fb3bbbf36ca3
2637273adde13fa6a555c43b4fbdba6e,43423cdffde7fda63d0414ed38c11a73,54.99,22.88,return,4 days,1,0,1,,0,05fd18ef3ce628a45cd42bb394ff081b
902533054ee08fdee588a61239aa769c,7d4293d63939e17d3b331866cae7735f,19,8.88,return,3 days,1,0,1,,0,3a9ddae8c6c9ec787ccf981dbbf34499
71401d6f3ab1671cd5569779cdb9480d,ad53b56bfd80cb8adc160a3deaa239b9,142.99,21.54,return,2 days,1,1,1,ex_927,14.299,685eef0e70bd850df886871cc0917e81
f0fc9cc83d6c7baafa96cc9d3e06297b,cc6a0d67ea3d63acca23c81500670843,231.2,61.68,return,4 days,1,0,1,,0,fe5cc94bdaa0c8c83b6cfb74d01747cf
a7c23222a85de41cffd488ed80857a19,dfc767a34d7f9f8ee72a3e9b5ed55f89,24.9,8.72,return,6 days,1,0,1,,0,78878e13ac39d33f3ef0e3aff752ccae
82b838f513e00463174cc7cae7e76c1f,d1c427060a0f73f6b889a5c7c61f2ac4,119.99,44.64,return,1 days,1,0,1,,0,f73b193902ce4f3e76aaca23014c9244
c78bc72d6f37cf261d7a381fda4bcc82,737b71349729cf37cfd2be8a7bf3b282,257,28.75,return,1 days,1,0,1,,0,c3dccfbe66b74ceabbf7dccf02e1a56a
de8eb4cf6668c16796ddc54b1ba9d7f1,2eb2543712366c95191841792a725a23,49.9,18.45,return,5 days,1,1,1,ex_1884,4.99,d51f97f3f8d01fd8500e1a113a7f13b6
6d97521e6f45280a193f48c4b7cd5ee0,fb783e3e545937820b57fe539b2c5a6c,119.9,11.86,return,7 days,1,0,1,,0,ed159f7220fe49164a43fbf4fe3a15d1
4290bd84a6ae4fd0c1ade7aeb39d81cc,607ef4aa416b93fdeb2a811c2c73ad81,119.9,20.77,return,5 days,1,1,1,ex_1861,11.99,574f906eedf477adaf3507222887d81f
bb70f7ee1e4fe9438e5b2d199afd097f,9b5020f2bc3043b993be2559c465e380,120,44.69,return,9 days,1,0,1,,0,52cbc18ba1a5171e8b511f49c561c9b4
007d1c8a4fe2a7d4233d5ad3ea74a29b,af51d485dc5255ba2e18b21b550156e6,299.9,42.05,return,6 days,1,0,1,,0,a83ec352bf720dbe45b1c76eb9867ce9
ab3eead5a0680dfdd820127d25fea666,a36eaac6306e0910249219f203efc877,22,15.25,return,4 days,1,0,1,,0,c37e2c9cccce36f396d3b958b8bc1574
831a42ccaf9ddf33998eac4e2391f675,2e7c89106453cfffae2446ab3f7c31a5,129.99,18.16,return,4 days,1,1,1,ex_763,12.999,4130baec40bb0cf5872d8c322e6383d5
fae7d84f79611f61adb4bbb2472a2c69,d9d5e3c7a8d24dfb8968ba75e4313ac3,50.9,13.38,return,5 days,1,0,1,,0,4b1c6eb00f599c2ea1d21e446cd60efa
74764aa35d9a516d97b46f367d79cb6e,af8033e2e2919480bf64674af8dc453a,12.99,5.18,return,5 days,1,0,1,,0,dd9aa4781edd47b13197cd4745fa846b
c2a549fd103dfd913790133e8b3ee74b,658c48e890d98bb89d28a9d5e6309676,169,29.46,return,3 days,1,0,1,,0,e2e59afe0cbf5893e29bb89ce6691c39
7959c2921753d98c175c34e873e46b86,d498e8a880bdf3d26e2b9b3e92c4f424,52.11,10.01,return,6 days,1,0,1,,0,6586d233be57098d348eb571d87fc6f2
3b3b2bf51ea4fc2d70b62f4ef77861e1,ea4f4b5a820fea007c6c8d7ef9a790bc,45.73,25.63,return,9 days,1,0,1,,0,cc91a8e555c5d0b61066e4be9483fa57
e6100145f88f78edd1efdb0e643dcc1f,23905e2fed49239bf63e416ba24bd556,249.99,19.33,return,7 days,1,0,1,,0,7c8a032bb75e0e4d524b14ba147d4ba5
cee9119007f070eb70825712d2259005,837b5c6df9ceb8a9c604e78fde0e60a2,27.9,14.1,return,9 days,1,0,1,,0,c496970811b313659dbbcfd57ffd1b42
9906c44b485432db112526c0a5c2f24d,4052517cac9e78357d895976124f6972,150,13.39,return,8 days,1,0,1,,0,8a1bc477742faefa8ff9f614dc582244
bdb4be59f25a3097fc4cf1ff25ade1d8,7bff21aabd6f1c9055ef5c2a262fd62c,30,13.71,return,5 days,1,0,1,,0,5f6e8cf3a5b3483cae7889fc3f452e4c
f31164513a99160d91a464ccf934ed3f,c19d5ba108c34b8255cf9a524da92bc4,75,12.03,return,2 days,1,0,1,,0,a85c1538df5701aa9a7c6cc423bd80f4
0e37385834260d6111727103a93e790a,8de310188938fc8abfe1aa7ee927ccd2,9.99,14.1,return,8 days,1,0,1,,0,d4501b76dceffd5cb10f4d720e6c3ff2
9a5151e9b2e0447ac741b37a97bffb55,df892547f0d5bb0c35cf26abc8e93d8d,60,11.92,return,8 days,1,0,1,,0,536a2dbf28ababa5342b510c8f923472
58d7459a284ca15e27a296ae1f0244d3,832b74a0faa3b602a48e0f20990adaf7,110.32,8.03,return,4 days,1,0,1,,0,e08b081159a2418572e1a0fad41c8245
5ce0619a7329b660555979b32001ccfd,639a641dfdddb9367d030768148076b1,6.5,8.72,return,6 days,1,0,1,,0,3b6411f7911e3b69fa3f27220c7df366
867ac9a8fc8fc9611ab69114e719457a,11fd9d7ba552e1d28872e008acf1e050,109.9,14.11,return,8 days,1,0,1,,0,18323bf515bec81ec824b51f618d2429
c6edfb7641b6f29c6bf66ddd61108cbf,4b6b3a7072d549354c3743dedbf4170a,55,18.49,return,1 days,1,0,1,,0,906c0311a3334730009a5ef558c391a9
b4555c86f2cac80eb9a05546896ac079,3dd2a17168ec895c781a9191c1e95ad7,149.9,53.18,return,8 days,1,0,1,,0,49bd41f48c18196e903f49c327dc57f6
f36aaf634475955f4c50e193961ca70d,3d36ef6c6d553500f4240920658689e3,249.9,15.14,return,4 days,1,0,1,,0,e639ca87d2005d88adaad8431a8016e9
c7b9afa9bbd78d6c03d066feb8a789c1,97462c7ce5f69a26ace2c3c5da81a86b,118.9,8.58,return,6 days,1,0,1,,0,1effaa7e1288ba5f3eb6864da4b3f06b
28e1c9fe318b354a59df509689129512,8f81f9f8a5ad7f2c892d07b91b9c2607,367.9,126.78,return,5 days,1,0,1,,0,f7d0eb24b92b2024fc86a38400664675
1cd5de8b2acfd7667f7529070932081f,5994a2fdff4b0f9ca4376c4226adb442,129.97,25.73,return,5 days,1,0,1,,0,cbf088f9ac169d9c7eddcaa9c5e465fe
a103e83f0190404e10491c929ba9dc74,39ec33e08b0f9ffb9767b819f8588361,34.7,29.76,return,5 days,1,0,1,,0,dc12f9e8414131e62897902a78e0286e
63531fc8d878fe9a0ac4fd07a4d8a7b1,c7b3b8509e06ae21abdd78b541215cda,119.9,15.59,return,8 days,1,0,1,,0,3ae4d97402b1cec4506cad07762d0adc
3cfb3b7c26e4afd8ee00693925452a05,99a4788cb24856965c36a24e339b6058,89.9,12.13,return,1 days,1,0,1,,0,80662cbd7cfe054d30ee5fb8f89c5d6e
d183e2da606badf83bdc025a9030dd2d,06bf70b6e1d67d96308235ef350edc61,79.9,15.32,return,7 days,1,0,1,,0,1a7da20c277ccf1418cd18daa7a169a9
11e50198c769f7badb6655afa56724a6,c201a862c6018d402222594d5229c613,117.99,9.64,return,4 days,1,0,1,,0,f2b150da2994a9a654a8af90977b9cc9
0d085f8ec7d2e0ab26856ca2a14955f2,f4f67ccaece962d013a4e1d7dc3a61f7,241.1,22.7,return,3 days,1,0,1,,0,80b201a88f23aa35799eac75fa4cdf99
4a1d9976177eedd8d7491ec69593ab77,09278667a33779be5996a7df729db8ae,204.5,15.73,return,1 days,1,1,1,ex_322,20.45,541e38b8cb17dc622161e1e475b308bd
9f65a1d51f5341781029bdb70e6724fb,fc6b299cf83fa76632dd1b0a2c611f33,23.99,12.83,return,4 days,1,0,1,,0,ac3af18d419f856bb7346664d8bc6438
97804bd1a992502ac73b63b576911f42,907c84d5b8961d53ba1b803638fffcad,180,20.23,return,3 days,1,0,1,,0,de72985df853586cd2ba29e3269dbd4f
c79c0283008594b41e0a8a8c923d3d7a,1a4eccba16567c9ffa6e98d0f552a883,145,26.29,return,7 days,1,0,1,,0,dda49ab2822cbc8fa455bd3f699b39c3
ea665ac5a97f1a3987a5f9629be6e9c0,7614c62b86a81021243e438cfde78ccc,503.34,25.53,return,1 days,1,0,1,,0,487c1451b8fd7347d0e80e5aca887e91
92091d4e545d9a6879146745f0d174c2,1961b9b9aa8a6aa6fce7ab329c05fa9b,105,12.23,return,4 days,1,0,1,,0,de161a8bf65f0031f67920312df2b0ec
7e265cfd79bbf7855fef7f22b2d0a01c,9b89ab91efbb4750c39864ed0262711f,39.9,22.95,return,1 days,1,0,1,,0,97691a90d5eb8a7124ddb5908851274e
34605d425e279dada3fb9163309c0047,568c923625669145cc9a644856fccd14,229.9,18.32,return,3 days,1,0,1,,0,f96c24233b2160cbda61f76e59f81412
efbc19223e3971b216caf4bbbba18df1,e94df75b2e9a8b056be0c144a731f55c,94.9,23.81,return,1 days,1,0,1,,0,1c01cd54510efa1db113ee8354518f20
4d47256b68384c4d94ab6f64b0b25e0a,990ddab43ee46a1a76436796f92470d4,119.2,18.4,return,6 days,1,0,1,,0,d81f58104990dbe67a63f3001b38b218
61b6dbfed29a1de3ca3562121987b249,c1f5307decb89342351bec53668cffd9,29.99,18.23,return,8 days,1,1,1,ex_1182,2.999,c36078aedc2e7cf1108ddc431667f517
24173430606acc6ef07c90bced8f0537,9ae571ce02784cd1dd2e3923fa636058,126,77.9,return,2 days,1,0,1,,0,7040e508843c4a26cb6fe367c92ac095
5a113025f6654d8f73018aedf5ea5f38,91b08d34d0ba4db44da2dc382867ba49,10.99,15.1,return,1 days,1,0,1,,0,1e694578c3bfb0d61227a5261822af1b
c537f0d34b6efda16e4fc501fd2c8111,d07cd460b9d3556ab8b59d0ab7163a0c,39,7.78,return,6 days,1,0,1,,0,0d529bbb9140716e60d14a05d2cb6f94
2b55426d5464b65507daa9cc60810ea7,d6286b24db0db6d5cde06cb31e5b74d4,324.3,33.02,return,7 days,1,0,1,,0,6a41b5634ac2837b5b88bf9796f9021e
662bd2ea971f732c950391bcdec84eda,4858799008e3cd4fcab9c61fbc63a2a0,40.9,12.79,return,4 days,1,0,1,,0,3d0a2787777e731001936c8a443b22fb
d5bfab9f1388de7fbea1a997b3d1b45f,d00f6c52d2730de05fb409f09ab6e732,34.9,20.84,return,3 days,1,0,1,,0,0ef95a4e8ed73bc72863cca218c4791a
5eedfe8770c08d904f4c4f1c89da224c,d1c427060a0f73f6b889a5c7c61f2ac4,139.99,77.6,return,2 days,1,0,1,,0,98161ce1b4bbf1427395e740ec410ebe
3880aabaf613da4ec5926118368cb1ae,6a8631b72a2f8729b91514db87e771c0,25.9,15.1,return,8 days,1,0,1,,0,641ad3cb05f84cf88956f08997234c7a
0ace2b9bd28eb550128cb036aef3c4db,d06a11f0dc564e8f89ca5593252679b7,1029,39.5,return,6 days,1,0,1,,0,b9db5aac3e7aaf40f7b79396800eef52
67260c60edf9d4c22831ad47718a0e5e,114f462f985151e853a896d958657416,31,14.1,return,7 days,1,0,1,,0,13a60be94bc36bf7c5f1e0a849cdd6e4
df61d60f81e02f1c9360b1dce03778f1,a7566c5565bf286a5c8fb48387d97bb8,289.9,17.73,return,7 days,1,0,1,,0,d744f890bf27c2aa635c5d82b2ca0c8a
41e0dafd619f5869d267fc993736dc44,9257d3f01cd400076c63470f92434c7e,34.9,18.23,return,8 days,1,0,1,,0,5aaba6681a3a926180ccd6ffaeaf6bd8
35b76a23094463a80bd6f5ad1f2eb8d8,f819f0c84a64f02d3a5606ca95edd272,600,22.08,return,2 days,1,0,1,,0,65a9d3006386a380f4b594577a01cef0
63da9210d7c5c8a472ad552135e0df2c,d381a801331f62e294893c46ce121fc8,298,17.79,return,8 days,1,0,1,,0,35df3b4dd9ccd07b51ef412f243e1483
db39613bbd6ee688f9a8ae61d3a81e32,422879e10f46682990de24d770e7f83d,53.9,0,return,7 days,1,0,1,,0,1b0b1c71db83d610e4cb483d0481a6eb
c57fc7ed7ed1eb12e52d6079e8efe275,15964f2421f68d33a3f74b037ebf8822,44.99,8.64,return,7 days,1,0,1,,0,6a7479a3e53e4e29f03b3ae5f83a5498
6d0a1202f51fe7aab56facf944770117,9db568ce8bf5e2e652d9f70edd5a0712,194,66.17,return,9 days,1,0,1,,0,cc523a6c97b639bed8ed02ec7b87165a
df14b61cc7c66d382984e0fb32c40971,1cf4209f5358de32c5cae2c2dbb84aed,39.9,7.54,return,4 days,1,0,1,,0,f0ea851516ffb7fbea588f7d200e3d43
deba7800cadd368aa9a7fb477f78864e,76b8dd5ed5596a060e722e0032d2d9da,69.9,18.06,return,9 days,1,0,1,,0,512e1bc04cba5e60dd9771fd860c6dd0
4d3821a220a68df1beee526db455b8bb,24bf010d82955430eeea5ed7643711c7,999.99,293.27,return,3 days,1,0,1,,0,eeb91f346c409cf3a3f4049e626c67cb
c57651797d7dca0e93258700748d3d7f,1528d0673079ce2d79d29753b800d76e,59.9,13.44,return,8 days,1,1,1,ex_1165,5.99,2f0d37ea567190781b905fe413d187b1
dd98149e38b6d4596c5e4052d0c1a786,e03102efbc2229024c89be731f0aedcb,39.9,22.67,return,3 days,1,0,1,,0,85eab7a4f0d59bd1eccd9fd217691aa6
f72b2f8d9295ef93fd40a4c49f67a42b,a50acd33ba7a8da8e9db65094fa990a4,117.3,18,return,4 days,1,0,1,,0,3927ccce3a002f3ee410b40acac817b4
6b79c900752442fedbc62cffbd5874be,a695ab8413ea83619cde9b18292d6aa1,59.49,11.92,return,7 days,1,0,1,,0,cabbda9faa21b3ae37ff649c0fec4f55
d813ab20b4b3354cd96acf8f62f7ac9f,3e824028352cd013af85473283f832ce,209,20.65,return,8 days,1,0,1,,0,1a75bc259895ab33b0c12ebf388248b1
34d4006019767b756428bebda87427e2,a37c4dc2fd88e896e19c74a6b60a0e84,59.8,15.17,return,5 days,1,0,1,,0,b5af0ae994e0a12e8246da3f7170f54e
365b0f8d41438069e3d02ca7cb0e1f35,a0dfc64334e89bf3c3762f5ad8b7249c,114.99,30.38,return,3 days,1,0,1,,0,a825307ee6cde104910defdb22b896bf
06d529bccb0825265d8b5b73c66e53d8,0aabfb375647d9738ad0f7b4ea3653b1,24.5,11.85,return,1 days,1,0,1,,0,5355341d3b3fe35edbd80e7c7898551f
1bbc72422f5a5a38eabbabc9ca22068b,d3060c543b1b88a647cc284ed7a9dd4a,109.99,28.15,return,2 days,1,0,1,,0,8aaa6469d7ef4134e807e6b4da146012
6da0e50fe88c3fe4ba7f355751ab381e,193d170dd2f6849cf0cb92791a6a623b,44,11.85,return,6 days,1,0,1,,0,aad79b33466dbbe92bc7c1b9499ad365
94df0e79385af6c3f631e35a19c9e0b0,ffd2365fb8224dc66883df9351d65deb,948,58.77,return,6 days,1,1,1,ex_1482,94.8,a7087dc75317cad3db08ed7830b09723
5f4cabf6980424d31df7199e53647b28,c3ba4e8d3cb30049213b682e751e9d00,95,7.93,return,2 days,1,0,1,,0,4540a046d78b66514285266847c73d3c
19e5f42aafd83ee6d8a1b6d5478cc59b,a1f7dace2a9af48dd48428c12001dc09,47.59,18.23,return,6 days,1,0,1,,0,82b2afa9de6b8380c015e7281c3af763
2047d319716b4d8b858394394eb760de,d678178aa4291cd25a755a90188375c8,35,16.32,return,2 days,1,0,1,,0,22603fec7e3f3ff128664c52148b0358
f86277a8adcfbdd6a35360bf4f928652,d1c427060a0f73f6b889a5c7c61f2ac4,149.99,40.38,return,5 days,1,0,1,,0,c51ac8cd56af613cfb3e2c369123b13e
cf48656f8158483ef39e8c31b49d7033,1cf0c9095608952cb1c65c4789946375,54.9,16.95,return,3 days,1,0,1,,0,74337d4b8aec7d9b18c016cff22129fe
972018f2497ddd38c5e836dd0b4df53f,e666620bf34e8a108d43851b6b7543fb,159.9,17.39,return,9 days,1,0,1,,0,63a7d8b766dfafbbb7d9ed520a62f800
cbaab790e18f4b2f4e826078af9ba804,a87972100f1fa4091a86d6801620656d,31.8,12.12,return,7 days,1,0,1,,0,715d8ed9c706aef12151e802c2bc8962
c2825827a23f94a211cca297bc04dd1c,de480e3ae31eea2d2d97d694c43172fc,28.9,27.41,return,8 days,1,0,1,,0,4fe6e6eee2e643359d66860e9954cb84
48487a92b4fd416acf46a06f981ab31e,d68b7771d853f126569c7e64658e3162,34,14.52,return,2 days,1,0,1,,0,87926f4f1402d4f56a21096c78d994b8
d747bc7445e6f8c4de1bb9a4df39191c,1d23d07e957a7e3a0a951b8df7361990,20.9,19.95,return,4 days,1,0,1,,0,7f5dfed48e701a5377de885c64a99aff
9a148310e3ae74b3d1e856ae5e4af4e5,78514b0a0cec96621010b7b6a2bfd6c6,49.9,11.85,return,4 days,1,0,1,,0,6805ef0d7df98ddc746b0f9a6813535f
962b41ee521809e7435fdac0d93063a9,617186c3d97ea56c9c683a8a3974e8c1,84.99,14.34,return,7 days,1,0,1,,0,26b5d26aa210d44b8a3f2310d32643f6
adcda79effeaa7398aba44f473e8aed8,4cd6ba4ea3112de8fc238307c4dc6307,39.9,16.6,return,8 days,1,0,1,,0,1f01338ddd8a4dfb9c1e745ef2bdb09e
9379746d16b07564085e98f254ed562c,db6677c6f890ba1730c0b75bd8132579,49.99,15.1,return,2 days,1,0,1,,0,5c7ffa6a8321eb05f96b3f941cf874e5
579b6f64ab4ef6bf5a843206bb419bc7,78b3ee06d49e019869ec3ec4e356d055,79,12.05,return,1 days,1,0,1,,0,a4c7457da912c852dfb94cca5f35603a
d259c07a3daff5f3b6d7e7842871fde4,df44d84f970884476b76a32ddf1ace55,69.9,11.99,return,3 days,1,1,1,ex_1620,6.99,21df2b96ea32eb3b985c7c87a398b8d0
5d3c60d028709921ab56f866c19acb57,9ab61676eb915c81c3c893adca21364c,83.36,16.34,return,2 days,1,0,1,,0,3486059e0a7914ff9133784944751b3e
6c623f1b4503c2dbf54682681e0052c8,52218df62a3f5f88049701f0c460122a,8.33,15.1,return,3 days,1,1,1,ex_156,0.833,6ae15c99eca2bc6444d358fd9f44e5bf
f93c9e539a9705a57902c625b611e90c,2500fb88ba75d71bd264e88b4da5b44b,68.9,8.11,return,7 days,1,0,1,,0,df6c49ed3556438e1755c756bed90fff
e02357005a0c25c4b79537f0fabd64e4,c4baedd846ed09b85f78a781b522f126,110,67.14,return,7 days,1,0,1,,0,133653359984cfee2030890e2e117e8b
0d4f08a71e7d520c9422cccaeeebebc0,c8fac97dc76c4867dbe264c28b31fafe,9.99,8.72,return,4 days,1,0,1,,0,dbffa5e34cf40fb7dc1292bd10d22971
2a950b7952a2d2eb12010d9f5d1b55f4,7eaf66aca1ed54df09b3c864b7416110,28.45,13.46,return,5 days,1,0,1,,0,3d777cc1e8cdc96f0ab058c715cb369b
657296a285e256531d85d3230f0d904b,2330fe9b304af24209631c7197203c61,98.3,101.78,return,9 days,1,0,1,,0,e5f2efaee72a24f3605bb8217d862a2c
afaa50b702a3fd9ad44a2bd591ae53b8,3dd2a17168ec895c781a9191c1e95ad7,149.9,23.77,return,6 days,1,0,1,,0,e5b61208a742effced13b469b54fb4ad
26fc7e710ec9bba533f8967e60f2cc5d,ac5bae85a895724330c4acddd581b02b,199,16.14,return,5 days,1,0,1,,0,b3112ca67f3afd4e20cf2ee91fc4f804
1a87ac7d56c7f9d337a271a7c157184c,56d071c5c405afe639fbb1e7af7891e5,119.9,13.28,return,3 days,1,0,1,,0,4abace28e7ad35184649078401530a5c
393c8cdefcf9178ccc70becfb90c8239,c41eca01a8bceb6c987b2a935a5ad1cb,49,20.63,return,8 days,1,0,1,,0,9d9866633100cc4ffb5fc63ee78fb52f
da6cb7eef925e188185746de0a8d64a9,612c7f49d1026f7beded75464b574f81,34.49,9.27,return,5 days,1,1,1,ex_1341,3.449,ee40c6051d9d3a4c45904eaa1e5fe733
7b04dd77487b6f8e2c13846684b2d742,c9087c6bffed15d6cd627121fb818386,117.48,17.26,return,9 days,1,0,1,,0,d110ac83a8b313d9d5e17d9ed61e7804
2407f7da08e4ac6c1e2fbd698bba4d9c,1d182262154abc7c75392cf645118ce6,36,18.05,return,7 days,1,0,1,,0,6c175759bc609d6fa9c693e5d24aa77d
614e410701e4458d2fb475053d7a9b05,c56d677c973431acb4abfedbd33d488c,42,22.93,return,6 days,1,0,1,,0,442c441e8e8588cbf0f462423f7d864b
6fc30afbaa8c92e5d4af80945d59793b,b22fd976711109004375eea45d21fe23,69.9,13.08,return,3 days,1,0,1,,0,d28265eafbe1955982d540b0d2237076
926e248f02899c8bdba74977d68c40fb,6df665a20caa80a66804f836165bbf36,595.99,23.47,return,3 days,1,0,1,,0,c791c3d6d6bdfe8c90a3016bc03ec79f
d156adf822c2f7cf64cf09297bcbd0dc,642369377615febc7fa89e4c8df5110e,42,15.1,return,2 days,1,0,1,,0,26bd0671edd018403939ee3037e81af4
25bcf96caed0ffa7418c7bddf65a597c,70358ca9f95694a2b9e41eed6edbd7b3,27.9,15.1,return,4 days,1,0,1,,0,c2414e3bcb42ad5f67a0b161ed96f8fa
fc93a33a8d33483b8d7745c94094d37a,7d50930301709838d8e90dcac5cfaa84,59.9,13.44,return,1 days,1,0,1,,0,eec4699eb4ec4511a25aead6ed4e6c9b
b49786f49847d2fecf5ba2d455321642,140a8324a66db81d299b24b30d93098e,39.9,16.02,return,3 days,1,0,1,,0,8a9adc69528e1001fc68dd0aaebbb54a
32810b0f4b9819d00a42b73956854780,bfd40187494874d9bda6626efbff3bd3,169.9,26.81,return,5 days,1,0,1,,0,1cb80dcfe2d0c0ec3b39d3d7b9bfac21
c8669d1d4882bec78d15af179426f1c1,4c2394abfbac7ff59ec7a420918562fa,84.99,19.13,return,4 days,1,0,1,,0,19d8b9d9a60cda90fc402ad5580a0faf
1560565369c954453e3b159a3cb923f7,1fcbdcb14ed564faddf72bbcef855036,49.99,14.1,return,9 days,1,0,1,,0,8e5148bee82a7e42c5f9ba76161dc51a
6e7d0829bdbbcd61c6d863922f942daf,134a6fc4a713a799266ebd6a4f4008d4,39.9,7.39,return,9 days,1,0,1,,0,95aea1bd0c0c6fc2b84567b86c270a3d
55cf037bf8aab8f9546a9ef52eade642,ae9d8ccddc081b66d656332ddf9b2373,32.9,25.63,return,6 days,1,0,1,,0,728a577861155d9f41746915e7cdd5f3
829026809b4e078dd71695d5a22dc4ae,66e9fb73e349cba44b29951e558a6780,9.6,17.32,return,2 days,1,0,1,,0,2cb453e2ea64689dceec47dc8f62369e
de7f63b58b9b21f0a8301ddce1e9f2fd,3225c54bb2785c33f49f50398fcdb88c,277.99,14.39,return,1 days,1,0,1,,0,20512b4674a770930ecdcd3634e64cbe
86be5e5905f155c3f5df8928ee78cf54,e0d64dcfaa3b6db5c54ca298ae101d05,134.9,18.82,return,6 days,1,1,1,ex_1524,13.49,1e0472c015f18d557d20db713af0f356
dbf7ba2bfcacf5f3a8af6426e761f6ec,3225c54bb2785c33f49f50398fcdb88c,299,16.84,return,8 days,1,0,1,,0,5402a5595f574c530adc86dc28a8050e
c8c018e212ca340cf5be63635e834e25,dfd89cc18585fdede243c6bd6a8c4201,49.9,18.23,return,2 days,1,0,1,,0,d269e3209c8a86e588a93e573cb97002
873fd3c8bfbe62572aea596a361c0849,803f77475e1b51b47f1bfec4f2ec353f,69.99,8.72,return,4 days,1,0,1,,0,fda88f9d411c7657f60cce02440ec0f8
d39dc030d8881866a3061535c0b22c1e,850fd992aca25ac2d7768b434ab3ceca,59.9,13.44,return,9 days,1,0,1,,0,1c2d01bbcf7e33d42dba32128b5d9869
54a636900ab95a176a1c2d46290608e4,bf2f8d918c34551d0bc8861f3779953e,299.99,52.82,return,1 days,1,0,1,,0,a1748813f3db25c07ecae1736c744da9
111997ec0859f110522368071ef7c63b,b60c241f66e031959b70e1c60725f0bc,60,13.97,return,9 days,1,1,1,ex_1205,6,a7f28fe443db7fc7f6f79297e3a18923
aa012a8928021b41ea6de61e855880bc,d1c427060a0f73f6b889a5c7c61f2ac4,119,7.64,return,6 days,1,0,1,,0,320830bbdec047e0eb59a44965450195
679eab96828b70b85627bd192a717de7,655110abedc57d73d3b2150d8ba2092a,109.9,14.86,return,1 days,1,0,1,,0,70aefd12bdd5391f02011072c16e6801
49b7fd265ca45534e3dd6d165a1fbd33,53b36df67ebb7c41585e8d54d6772e08,138,12.47,return,7 days,1,1,1,ex_2201,13.8,516044c173990b53b7a49309c39925ce
